doc_id,doc_type,title_vi,content_vi,category,subcategory,tags,language,metadata_json
EX00011,exercise,Đẩy ngực dốc xuống với máy,"Bài tập: Đẩy ngực dốc xuống với máy. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước, Tay sau. Thiết bị: Máy tập, Ghế tập. Độ khó: Mới bắt đầu. Setup: Thiết lập ghế dốc xuống, siết vai sau, đặt chân chắc trên sàn. Cách thực hiện: Hạ tạ có kiểm soát về vùng ngực, khuỷu tay hơi khép, đẩy lên theo quỹ đạo ổn định đến gần duỗi hết tay. Nhịp thở: Hít vào khi hạ tạ, thở ra khi đẩy tạ lên. Lỗi thường gặp: Bật ngực quá mức; cổ tay gập; nảy tạ khỏi ngực; khuỷu tay xoè ngang hoàn toàn; mất độ siết lưng trên. Hồi quy: Chọn máy chest press hoặc giảm ROM, giảm tạ, tập với huấn luyện viên hỗ trợ. Tăng tiến: Tăng tải, thêm pause ở đáy, tăng set, hoặc chuyển sang biến thể barbell tự do. Lưu ý an toàn: Cẩn trọng nếu đau vai trước, viêm gân vai, mất ổn định khớp vai. Gợi ý rep tăng cơ 6-12, sức mạnh 3-6, sức bền 12-20. Nghỉ 75 giây, tempo 3-1-1-0.",strength,chest_press,ngực|đẩy ngang|machine|compound,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""beginner"", ""equipment"": [""machine"", ""bench""]}"
EX00012,exercise,Đẩy ngực dốc xuống với máy smith,"Bài tập: Đẩy ngực dốc xuống với máy smith. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước, Tay sau. Thiết bị: Máy smith, Ghế tập. Độ khó: Mới bắt đầu. Setup: Thiết lập ghế dốc xuống, siết vai sau, đặt chân chắc trên sàn. Cách thực hiện: Hạ tạ có kiểm soát về vùng ngực, khuỷu tay hơi khép, đẩy lên theo quỹ đạo ổn định đến gần duỗi hết tay. Nhịp thở: Hít vào khi hạ tạ, thở ra khi đẩy tạ lên. Lỗi thường gặp: Bật ngực quá mức; cổ tay gập; nảy tạ khỏi ngực; khuỷu tay xoè ngang hoàn toàn; mất độ siết lưng trên. Hồi quy: Chọn máy chest press hoặc giảm ROM, giảm tạ, tập với huấn luyện viên hỗ trợ. Tăng tiến: Tăng tải, thêm pause ở đáy, tăng set, hoặc chuyển sang biến thể barbell tự do. Lưu ý an toàn: Cẩn trọng nếu đau vai trước, viêm gân vai, mất ổn định khớp vai. Gợi ý rep tăng cơ 6-12, sức mạnh 3-6, sức bền 12-20. Nghỉ 90 giây, tempo 3-1-1-0.",strength,chest_press,ngực|đẩy ngang|smith_machine|compound,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""beginner"", ""equipment"": [""smith_machine"", ""bench""]}"
EX00013,exercise,Hít đất cơ bản,"Bài tập: Hít đất cơ bản. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước, Tay sau, Core. Thiết bị: Trọng lượng cơ thể. Độ khó: Mới bắt đầu. Setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Cách thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở: Hít vào khi hạ, thở ra khi đẩy lên. Lỗi thường gặp: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Tăng tiến: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy. Lưu ý an toàn: Cẩn trọng nếu đau cổ tay hoặc vai trước. Gợi ý rep tăng cơ 8-20, sức mạnh 5-10, sức bền 15-30. Nghỉ 45 giây, tempo 2-1-1-0.",strength,push_up,ngực|bodyweight|push-up|core,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""beginner"", ""equipment"": [""bodyweight""]}"
EX00014,exercise,Hít đất rộng tay,"Bài tập: Hít đất rộng tay. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước, Tay sau, Core. Thiết bị: Trọng lượng cơ thể. Độ khó: Trung cấp. Setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Cách thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở: Hít vào khi hạ, thở ra khi đẩy lên. Lỗi thường gặp: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Tăng tiến: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy. Lưu ý an toàn: Cẩn trọng nếu đau cổ tay hoặc vai trước. Gợi ý rep tăng cơ 8-20, sức mạnh 5-10, sức bền 15-30. Nghỉ 45 giây, tempo 2-1-1-0.",strength,push_up,ngực|bodyweight|push-up|core,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""intermediate"", ""equipment"": [""bodyweight""]}"
EX00015,exercise,Hít đất hẹp tay,"Bài tập: Hít đất hẹp tay. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước, Tay sau, Core. Thiết bị: Trọng lượng cơ thể. Độ khó: Trung cấp. Setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Cách thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở: Hít vào khi hạ, thở ra khi đẩy lên. Lỗi thường gặp: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Tăng tiến: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy. Lưu ý an toàn: Cẩn trọng nếu đau cổ tay hoặc vai trước. Gợi ý rep tăng cơ 8-20, sức mạnh 5-10, sức bền 15-30. Nghỉ 45 giây, tempo 2-1-1-0.",strength,push_up,ngực|bodyweight|push-up|core,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""intermediate"", ""equipment"": [""bodyweight""]}"
EX00016,exercise,Hít đất kê cao tay,"Bài tập: Hít đất kê cao tay. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước, Tay sau, Core. Thiết bị: Trọng lượng cơ thể, Ghế tập. Độ khó: Mới bắt đầu. Setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Cách thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở: Hít vào khi hạ, thở ra khi đẩy lên. Lỗi thường gặp: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Tăng tiến: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy. Lưu ý an toàn: Cẩn trọng nếu đau cổ tay hoặc vai trước. Gợi ý rep tăng cơ 8-20, sức mạnh 5-10, sức bền 15-30. Nghỉ 45 giây, tempo 2-1-1-0.",strength,push_up,ngực|bodyweight|push-up|core,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""beginner"", ""equipment"": [""bodyweight"", ""bench""]}"
EX00017,exercise,Hít đất chân kê cao,"Bài tập: Hít đất chân kê cao. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước, Tay sau, Core. Thiết bị: Trọng lượng cơ thể, Ghế tập. Độ khó: Trung cấp. Setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Cách thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở: Hít vào khi hạ, thở ra khi đẩy lên. Lỗi thường gặp: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Tăng tiến: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy. Lưu ý an toàn: Cẩn trọng nếu đau cổ tay hoặc vai trước. Gợi ý rep tăng cơ 8-20, sức mạnh 5-10, sức bền 15-30. Nghỉ 45 giây, tempo 2-1-1-0.",strength,push_up,ngực|bodyweight|push-up|core,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""intermediate"", ""equipment"": [""bodyweight"", ""bench""]}"
EX00018,exercise,Hít đất với dây kháng lực,"Bài tập: Hít đất với dây kháng lực. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước, Tay sau, Core. Thiết bị: Trọng lượng cơ thể, Dây kháng lực. Độ khó: Nâng cao. Setup: Đặt tay dưới hoặc hơi rộng hơn vai, thân người thành một đường thẳng, siết bụng và mông. Cách thực hiện: Hạ người đến khi ngực gần chạm sàn hoặc điểm chuẩn, đẩy mạnh lên mà không võng lưng. Nhịp thở: Hít vào khi hạ, thở ra khi đẩy lên. Lỗi thường gặp: Võng lưng; đầu chúi xuống; khuỷu tay xoè quá rộng; ROM quá ngắn. Hồi quy: Tập incline push-up, chống gối hoặc giảm ROM. Tăng tiến: Thêm tempo chậm, thêm dây kháng lực, thêm pause ở đáy. Lưu ý an toàn: Cẩn trọng nếu đau cổ tay hoặc vai trước. Gợi ý rep tăng cơ 8-20, sức mạnh 5-10, sức bền 15-30. Nghỉ 45 giây, tempo 2-1-1-0.",strength,push_up,ngực|bodyweight|push-up|core,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""advanced"", ""equipment"": [""bodyweight"", ""resistance_band""]}"
EX00019,exercise,Dumbbell Fly phẳng,"Bài tập: Dumbbell Fly phẳng. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước. Thiết bị: Tạ đơn, Ghế tập. Độ khó: Trung cấp. Setup: Giữ bả vai ổn định, khuỷu tay hơi cong và ngực mở. Cách thực hiện: Mở tay có kiểm soát đến mức vai vẫn ổn, sau đó khép vòng cung để siết ngực ở cuối biên độ. Nhịp thở: Hít vào khi mở tay, thở ra khi khép tay. Lỗi thường gặp: Duỗi thẳng khuỷu tay; hạ quá sâu gây căng vai; kéo bằng vai trước thay vì ép ngực. Hồi quy: Dùng máy pec deck hoặc giảm biên độ. Tăng tiến: Thêm 1 giây siết đỉnh, tăng time under tension. Lưu ý an toàn: Không phù hợp khi vai trước đang kích ứng mạnh. Gợi ý rep tăng cơ 10-15, sức mạnh 6-10, sức bền 15-20. Nghỉ 60 giây, tempo 3-1-1-1.",strength,chest_fly,ngực|isolation|fly,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""intermediate"", ""equipment"": [""dumbbell"", ""bench""]}"
EX00020,exercise,Dumbbell Fly dốc lên,"Bài tập: Dumbbell Fly dốc lên. Nhóm cơ chính: Ngực. Nhóm cơ phụ: Vai trước. Thiết bị: Tạ đơn, Ghế tập. Độ khó: Trung cấp. Setup: Giữ bả vai ổn định, khuỷu tay hơi cong và ngực mở. Cách thực hiện: Mở tay có kiểm soát đến mức vai vẫn ổn, sau đó khép vòng cung để siết ngực ở cuối biên độ. Nhịp thở: Hít vào khi mở tay, thở ra khi khép tay. Lỗi thường gặp: Duỗi thẳng khuỷu tay; hạ quá sâu gây căng vai; kéo bằng vai trước thay vì ép ngực. Hồi quy: Dùng máy pec deck hoặc giảm biên độ. Tăng tiến: Thêm 1 giây siết đỉnh, tăng time under tension. Lưu ý an toàn: Không phù hợp khi vai trước đang kích ứng mạnh. Gợi ý rep tăng cơ 10-15, sức mạnh 6-10, sức bền 15-20. Nghỉ 60 giây, tempo 3-1-1-1.",strength,chest_fly,ngực|isolation|fly,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""intermediate"", ""equipment"": [""dumbbell"", ""bench""]}"
EX00021,exercise,Cable Fly thấp lên cao,"Bài tập: Cable Fly thấp lên cao. Nhóm cơ chính: Ngực trên. Nhóm cơ phụ: Vai trước. Thiết bị: Cáp. Độ khó: Trung cấp. Setup: Giữ bả vai ổn định, khuỷu tay hơi cong và ngực mở. Cách thực hiện: Mở tay có kiểm soát đến mức vai vẫn ổn, sau đó khép vòng cung để siết ngực ở cuối biên độ. Nhịp thở: Hít vào khi mở tay, thở ra khi khép tay. Lỗi thường gặp: Duỗi thẳng khuỷu tay; hạ quá sâu gây căng vai; kéo bằng vai trước thay vì ép ngực. Hồi quy: Dùng máy pec deck hoặc giảm biên độ. Tăng tiến: Thêm 1 giây siết đỉnh, tăng time under tension. Lưu ý an toàn: Không phù hợp khi vai trước đang kích ứng mạnh. Gợi ý rep tăng cơ 10-15, sức mạnh 6-10, sức bền 15-20. Nghỉ 60 giây, tempo 3-1-1-1.",strength,chest_fly,ngực|isolation|fly,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""intermediate"", ""equipment"": [""cable""]}"
EX00022,exercise,Cable Fly cao xuống thấp,"Bài tập: Cable Fly cao xuống thấp. Nhóm cơ chính: Ngực dưới. Nhóm cơ phụ: Vai trước. Thiết bị: Cáp. Độ khó: Trung cấp. Setup: Giữ bả vai ổn định, khuỷu tay hơi cong và ngực mở. Cách thực hiện: Mở tay có kiểm soát đến mức vai vẫn ổn, sau đó khép vòng cung để siết ngực ở cuối biên độ. Nhịp thở: Hít vào khi mở tay, thở ra khi khép tay. Lỗi thường gặp: Duỗi thẳng khuỷu tay; hạ quá sâu gây căng vai; kéo bằng vai trước thay vì ép ngực. Hồi quy: Dùng máy pec deck hoặc giảm biên độ. Tăng tiến: Thêm 1 giây siết đỉnh, tăng time under tension. Lưu ý an toàn: Không phù hợp khi vai trước đang kích ứng mạnh. Gợi ý rep tăng cơ 10-15, sức mạnh 6-10, sức bền 15-20. Nghỉ 60 giây, tempo 3-1-1-1.",strength,chest_fly,ngực|isolation|fly,vi,"{""movement_pattern"": ""horizontal_push"", ""difficulty"": ""intermediate"", ""equipment"": [""cable""]}"
