doc_id,doc_type,title_vi,content_vi,category,subcategory,tags,language,metadata_json
PATCH00022,glossary_rule,Glossary: Hip Thrust,Thuật ngữ Hip Thrust có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Hip Thrust,vi+en_terms,"{""canonical_key"": ""glute_dominant"", ""term_group"": ""exercise_name""}"
PATCH00023,glossary_rule,Glossary: Walking Lunge,Thuật ngữ Walking Lunge có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Walking Lunge,vi+en_terms,"{""canonical_key"": ""single_leg"", ""term_group"": ""exercise_name""}"
PATCH00024,glossary_rule,Glossary: Bulgarian Split Squat,Thuật ngữ Bulgarian Split Squat có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Bulgarian Split Squat,vi+en_terms,"{""canonical_key"": ""single_leg"", ""term_group"": ""exercise_name""}"
PATCH00025,glossary_rule,Glossary: Barbell Curl,Thuật ngữ Barbell Curl có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Barbell Curl,vi+en_terms,"{""canonical_key"": ""biceps_isolation"", ""term_group"": ""exercise_name""}"
PATCH00026,glossary_rule,Glossary: Incline Dumbbell Curl,Thuật ngữ Incline Dumbbell Curl có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Incline Dumbbell Curl,vi+en_terms,"{""canonical_key"": ""biceps_isolation"", ""term_group"": ""exercise_name""}"
PATCH00027,glossary_rule,Glossary: Hammer Curl,Thuật ngữ Hammer Curl có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Hammer Curl,vi+en_terms,"{""canonical_key"": ""biceps_brachialis"", ""term_group"": ""exercise_name""}"
PATCH00028,glossary_rule,Glossary: Preacher Curl,Thuật ngữ Preacher Curl có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Preacher Curl,vi+en_terms,"{""canonical_key"": ""biceps_isolation"", ""term_group"": ""exercise_name""}"
PATCH00029,glossary_rule,Glossary: Cable Curl,Thuật ngữ Cable Curl có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Cable Curl,vi+en_terms,"{""canonical_key"": ""biceps_isolation"", ""term_group"": ""exercise_name""}"
PATCH00030,glossary_rule,Glossary: Triceps Pushdown,Thuật ngữ Triceps Pushdown có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Triceps Pushdown,vi+en_terms,"{""canonical_key"": ""triceps_isolation"", ""term_group"": ""exercise_name""}"
PATCH00031,glossary_rule,Glossary: Overhead Triceps Extension,Thuật ngữ Overhead Triceps Extension có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Overhead Triceps Extension,vi+en_terms,"{""canonical_key"": ""triceps_isolation"", ""term_group"": ""exercise_name""}"
PATCH00032,glossary_rule,Glossary: Skull Crusher,Thuật ngữ Skull Crusher có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Skull Crusher,vi+en_terms,"{""canonical_key"": ""triceps_isolation"", ""term_group"": ""exercise_name""}"
PATCH00033,glossary_rule,Glossary: Close-Grip Bench Press,Thuật ngữ Close-Grip Bench Press có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Close-Grip Bench Press,vi+en_terms,"{""canonical_key"": ""triceps_compound"", ""term_group"": ""exercise_name""}"
PATCH00034,glossary_rule,Glossary: Plank,Thuật ngữ Plank có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Plank,vi+en_terms,"{""canonical_key"": ""core_stability"", ""term_group"": ""exercise_name""}"
PATCH00035,glossary_rule,Glossary: Hanging Leg Raise,Thuật ngữ Hanging Leg Raise có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Hanging Leg Raise,vi+en_terms,"{""canonical_key"": ""core"", ""term_group"": ""exercise_name""}"
PATCH00036,glossary_rule,Glossary: Crunch,Thuật ngữ Crunch có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Crunch,vi+en_terms,"{""canonical_key"": ""core"", ""term_group"": ""exercise_name""}"
PATCH00037,glossary_rule,Glossary: Russian Twist,Thuật ngữ Russian Twist có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Russian Twist,vi+en_terms,"{""canonical_key"": ""core"", ""term_group"": ""exercise_name""}"
PATCH00038,glossary_rule,Glossary: Brisk Walking,Thuật ngữ Brisk Walking có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Brisk Walking,vi+en_terms,"{""canonical_key"": ""cardio"", ""term_group"": ""exercise_name""}"
PATCH00039,glossary_rule,Glossary: Cycling,Thuật ngữ Cycling có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Cycling,vi+en_terms,"{""canonical_key"": ""cardio"", ""term_group"": ""exercise_name""}"
PATCH00040,glossary_rule,Glossary: Incline Treadmill Walk,Thuật ngữ Incline Treadmill Walk có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Incline Treadmill Walk,vi+en_terms,"{""canonical_key"": ""cardio"", ""term_group"": ""exercise_name""}"
PATCH00041,glossary_rule,Glossary: Rowing,Thuật ngữ Rowing có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,exercise_name,Rowing,vi+en_terms,"{""canonical_key"": ""cardio"", ""term_group"": ""exercise_name""}"
PATCH00042,glossary_rule,Glossary: sets,Thuật ngữ sets có policy: always_keep_english. Ghi chú: Không dịch thành hiệp.,language_policy,metric,sets,vi+en_terms,"{""canonical_key"": ""training_notation"", ""term_group"": ""metric""}"
PATCH00043,glossary_rule,Glossary: reps,Thuật ngữ reps có policy: always_keep_english. Ghi chú: Không dịch thành lần.,language_policy,metric,reps,vi+en_terms,"{""canonical_key"": ""training_notation"", ""term_group"": ""metric""}"
PATCH00044,glossary_rule,Glossary: rest,Thuật ngữ rest có policy: always_keep_english. Ghi chú: Có thể đi với đơn vị giây/phút bằng tiếng Việt.,language_policy,metric,rest,vi+en_terms,"{""canonical_key"": ""training_notation"", ""term_group"": ""metric""}"
PATCH00045,glossary_rule,Glossary: volume,Thuật ngữ volume có policy: always_keep_english. Ghi chú: Không dịch thành khối lượng tập.,language_policy,metric,volume,vi+en_terms,"{""canonical_key"": ""training_variable"", ""term_group"": ""metric""}"
PATCH00046,glossary_rule,Glossary: intensity,Thuật ngữ intensity có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,metric,intensity,vi+en_terms,"{""canonical_key"": ""training_variable"", ""term_group"": ""metric""}"
PATCH00047,glossary_rule,Glossary: frequency,Thuật ngữ frequency có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,metric,frequency,vi+en_terms,"{""canonical_key"": ""training_variable"", ""term_group"": ""metric""}"
PATCH00048,glossary_rule,Glossary: progressive overload,Thuật ngữ progressive overload có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,progressive overload,vi+en_terms,"{""canonical_key"": ""principle"", ""term_group"": ""term""}"
PATCH00049,glossary_rule,Glossary: RPE,Thuật ngữ RPE có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,RPE,vi+en_terms,"{""canonical_key"": ""effort_scale"", ""term_group"": ""term""}"
PATCH00050,glossary_rule,Glossary: RIR,Thuật ngữ RIR có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,RIR,vi+en_terms,"{""canonical_key"": ""effort_scale"", ""term_group"": ""term""}"
PATCH00051,glossary_rule,Glossary: tempo,Thuật ngữ tempo có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,tempo,vi+en_terms,"{""canonical_key"": ""execution"", ""term_group"": ""term""}"
PATCH00052,glossary_rule,Glossary: range of motion,Thuật ngữ range of motion có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,range of motion,vi+en_terms,"{""canonical_key"": ""execution"", ""term_group"": ""term""}"
PATCH00053,glossary_rule,Glossary: warm-up,Thuật ngữ warm-up có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,warm-up,vi+en_terms,"{""canonical_key"": ""session_component"", ""term_group"": ""term""}"
PATCH00054,glossary_rule,Glossary: cool-down,Thuật ngữ cool-down có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,cool-down,vi+en_terms,"{""canonical_key"": ""session_component"", ""term_group"": ""term""}"
PATCH00055,glossary_rule,Glossary: compound,Thuật ngữ compound có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,compound,vi+en_terms,"{""canonical_key"": ""exercise_type"", ""term_group"": ""term""}"
PATCH00056,glossary_rule,Glossary: isolation,Thuật ngữ isolation có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,isolation,vi+en_terms,"{""canonical_key"": ""exercise_type"", ""term_group"": ""term""}"
PATCH00057,glossary_rule,Glossary: hypertrophy,Thuật ngữ hypertrophy có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,hypertrophy,vi+en_terms,"{""canonical_key"": ""goal"", ""term_group"": ""term""}"
PATCH00058,glossary_rule,Glossary: strength,Thuật ngữ strength có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,strength,vi+en_terms,"{""canonical_key"": ""goal"", ""term_group"": ""term""}"
PATCH00059,glossary_rule,Glossary: endurance,Thuật ngữ endurance có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,endurance,vi+en_terms,"{""canonical_key"": ""goal"", ""term_group"": ""term""}"
PATCH00060,glossary_rule,Glossary: failure,Thuật ngữ failure có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,failure,vi+en_terms,"{""canonical_key"": ""effort"", ""term_group"": ""term""}"
PATCH00061,glossary_rule,Glossary: deload,Thuật ngữ deload có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,deload,vi+en_terms,"{""canonical_key"": ""periodization"", ""term_group"": ""term""}"
PATCH00062,glossary_rule,Glossary: superset,Thuật ngữ superset có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,superset,vi+en_terms,"{""canonical_key"": ""method"", ""term_group"": ""term""}"
PATCH00063,glossary_rule,Glossary: drop set,Thuật ngữ drop set có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,drop set,vi+en_terms,"{""canonical_key"": ""method"", ""term_group"": ""term""}"
PATCH00064,glossary_rule,Glossary: maintenance calories,Thuật ngữ maintenance calories có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,maintenance calories,vi+en_terms,"{""canonical_key"": ""nutrition"", ""term_group"": ""term""}"
PATCH00065,glossary_rule,Glossary: calorie deficit,Thuật ngữ calorie deficit có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,calorie deficit,vi+en_terms,"{""canonical_key"": ""nutrition"", ""term_group"": ""term""}"
PATCH00066,glossary_rule,Glossary: calorie surplus,Thuật ngữ calorie surplus có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,calorie surplus,vi+en_terms,"{""canonical_key"": ""nutrition"", ""term_group"": ""term""}"
PATCH00067,glossary_rule,Glossary: protein,Thuật ngữ protein có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,protein,vi+en_terms,"{""canonical_key"": ""nutrition"", ""term_group"": ""term""}"
PATCH00068,glossary_rule,Glossary: carbs,Thuật ngữ carbs có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,carbs,vi+en_terms,"{""canonical_key"": ""nutrition"", ""term_group"": ""term""}"
PATCH00069,glossary_rule,Glossary: fats,Thuật ngữ fats có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,fats,vi+en_terms,"{""canonical_key"": ""nutrition"", ""term_group"": ""term""}"
PATCH00070,glossary_rule,Glossary: macro,Thuật ngữ macro có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,macro,vi+en_terms,"{""canonical_key"": ""nutrition"", ""term_group"": ""term""}"
PATCH00071,glossary_rule,Glossary: meal prep,Thuật ngữ meal prep có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,term,meal prep,vi+en_terms,"{""canonical_key"": ""nutrition"", ""term_group"": ""term""}"
PATCH00072,glossary_rule,Glossary: chest,Thuật ngữ chest có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,chest,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00073,glossary_rule,Glossary: back,Thuật ngữ back có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,back,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00074,glossary_rule,Glossary: lats,Thuật ngữ lats có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,lats,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00075,glossary_rule,Glossary: shoulders,Thuật ngữ shoulders có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,shoulders,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00076,glossary_rule,Glossary: biceps,"Thuật ngữ biceps có policy: always_keep_english. Ghi chú: Tay trước -> biceps, không phải tay trái/tay phải.",language_policy,muscle,biceps,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00077,glossary_rule,Glossary: triceps,Thuật ngữ triceps có policy: always_keep_english. Ghi chú: Tay sau -> triceps.,language_policy,muscle,triceps,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00078,glossary_rule,Glossary: forearms,Thuật ngữ forearms có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,forearms,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00079,glossary_rule,Glossary: quads,Thuật ngữ quads có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,quads,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00080,glossary_rule,Glossary: hamstrings,Thuật ngữ hamstrings có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,hamstrings,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00081,glossary_rule,Glossary: glutes,Thuật ngữ glutes có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,glutes,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00082,glossary_rule,Glossary: calves,Thuật ngữ calves có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,calves,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00083,glossary_rule,Glossary: abs,Thuật ngữ abs có policy: always_keep_english. Ghi chú: Giữ nguyên tiếng Anh trong output.,language_policy,muscle,abs,vi+en_terms,"{""canonical_key"": ""muscle_group"", ""term_group"": ""muscle""}"
PATCH00084,intent_policy,Intent policy: general_fitness_knowledge,"Intent general_fitness_knowledge: Trả lời trực tiếp bằng tiếng Việt, giữ gym terms bằng tiếng Anh. Format=paragraph_plus_bullets. Priority=knowledge_first. Follow-up=allowed. Question policy=none.",assistant_behavior,intent_policy,general_fitness_knowledge,vi+en_terms,"{""intent_key"": ""general_fitness_knowledge"", ""format"": ""paragraph_plus_bullets""}"
PATCH00085,intent_policy,Intent policy: workout_plan_request,Intent workout_plan_request: Phải đưa lịch tập mẫu hoàn chỉnh ngay ở lần đầu. Format=table_workout_plan. Priority=plan_first. Follow-up=allowed. Question policy=ask_after_answer.,assistant_behavior,intent_policy,workout_plan_request,vi+en_terms,"{""intent_key"": ""workout_plan_request"", ""format"": ""table_workout_plan""}"
PATCH00086,intent_policy,Intent policy: specific_exercise_request,Intent specific_exercise_request: Phải liệt kê bài tập cụ thể với sets/reps/rest. Format=table_exercises. Priority=specific_first. Follow-up=allowed. Question policy=ask_after_answer.,assistant_behavior,intent_policy,specific_exercise_request,vi+en_terms,"{""intent_key"": ""specific_exercise_request"", ""format"": ""table_exercises""}"
PATCH00087,intent_policy,Intent policy: muscle_group_routine_request,Intent muscle_group_routine_request: Phải map đúng nhóm cơ sang bài tập phù hợp. Format=table_exercises. Priority=specific_first. Follow-up=allowed. Question policy=ask_after_answer.,assistant_behavior,intent_policy,muscle_group_routine_request,vi+en_terms,"{""intent_key"": ""muscle_group_routine_request"", ""format"": ""table_exercises""}"
PATCH00088,intent_policy,Intent policy: meal_plan_request,Intent meal_plan_request: Phải đưa calories/macros nếu có dữ liệu; nếu thiếu thì dùng template và nói rõ giả định. Format=table_meal_plan. Priority=nutrition_first. Follow-up=allowed. Question policy=ask_after_answer.,assistant_behavior,intent_policy,meal_plan_request,vi+en_terms,"{""intent_key"": ""meal_plan_request"", ""format"": ""table_meal_plan""}"
PATCH00089,intent_policy,Intent policy: inbody_personalization_request,"Intent inbody_personalization_request: Ưu tiên rule engine, không được bịa số liệu khi thiếu metrics. Format=summary_plus_table. Priority=rule_first. Follow-up=allowed_with_assumptions. Question policy=ask_for_missing_critical_fields.",assistant_behavior,intent_policy,inbody_personalization_request,vi+en_terms,"{""intent_key"": ""inbody_personalization_request"", ""format"": ""summary_plus_table""}"
PATCH00090,intent_policy,Intent policy: long_term_plan_request,Intent long_term_plan_request: Phải cố định theo block tuần và lịch ngày rõ ràng. Format=periodized_table. Priority=plan_first. Follow-up=allowed. Question policy=ask_after_answer.,assistant_behavior,intent_policy,long_term_plan_request,vi+en_terms,"{""intent_key"": ""long_term_plan_request"", ""format"": ""periodized_table""}"
PATCH00091,intent_policy,Intent policy: frequency_change_request,"Intent frequency_change_request: Khi user đổi số buổi/tuần, phải tái sinh plan theo tần suất mới. Format=updated_table. Priority=direct_update. Follow-up=allowed. Question policy=minimal.",assistant_behavior,intent_policy,frequency_change_request,vi+en_terms,"{""intent_key"": ""frequency_change_request"", ""format"": ""updated_table""}"
PATCH00092,intent_policy,Intent policy: unsafe_weight_loss_request,"Intent unsafe_weight_loss_request: Từ chối mục tiêu nguy hiểm, điều hướng sang mục tiêu an toàn. Format=safety_response. Priority=safety_first. Follow-up=redirect. Question policy=none.",assistant_behavior,intent_policy,unsafe_weight_loss_request,vi+en_terms,"{""intent_key"": ""unsafe_weight_loss_request"", ""format"": ""safety_response""}"
PATCH00093,intent_policy,Intent policy: language_change_request,Intent language_change_request: Khóa ngôn ngữ đầu ra theo yêu cầu user. Format=short_confirmation. Priority=language_lock. Follow-up=allowed. Question policy=none.,assistant_behavior,intent_policy,language_change_request,vi+en_terms,"{""intent_key"": ""language_change_request"", ""format"": ""short_confirmation""}"
PATCH00094,intent_policy,Intent policy: clarification_only,Intent clarification_only: Chỉ hỏi lại khi thiếu dữ liệu khiến plan không thể tạo nổi. Format=question_list. Priority=clarify_first. Follow-up=allowed. Question policy=required.,assistant_behavior,intent_policy,clarification_only,vi+en_terms,"{""intent_key"": ""clarification_only"", ""format"": ""question_list""}"
PATCH00095,intent_policy,Intent policy: schedule_specific_day_request,"Intent schedule_specific_day_request: Phải trả riêng ngày user hỏi, không lặp cả plan vô ích. Format=table_day_plan. Priority=specific_day_first. Follow-up=allowed. Question policy=optional.",assistant_behavior,intent_policy,schedule_specific_day_request,vi+en_terms,"{""intent_key"": ""schedule_specific_day_request"", ""format"": ""table_day_plan""}"
PATCH00096,safety_rule,Safety: weight_loss_rate,"Rule: Nếu user muốn giảm >1% bodyweight/tuần hoặc >1 kg/tuần khi thiếu profile, cảnh báo là quá nhanh. Action: redirect_to_safe_rate. Domain: fat_loss.",safety,fat_loss,weight_loss_rate,vi+en_terms,"{""rule_key"": ""weight_loss_rate"", ""action"": ""redirect_to_safe_rate""}"
PATCH00097,safety_rule,Safety: extreme_goal,"Rule: Nếu user nói giảm 10kg trong 1 tuần, từ chối mục tiêu đó và đề xuất 0.25-1.0kg/tuần. Action: refuse_extreme_goal. Domain: fat_loss.",safety,fat_loss,extreme_goal,vi+en_terms,"{""rule_key"": ""extreme_goal"", ""action"": ""refuse_extreme_goal""}"
PATCH00098,safety_rule,Safety: medical_condition_unknown,"Rule: Nếu có bệnh lý/chấn thương nghiêm trọng, không kê plan nặng; khuyên gặp chuyên gia. Action: medical_caution. Domain: all.",safety,all,medical_condition_unknown,vi+en_terms,"{""rule_key"": ""medical_condition_unknown"", ""action"": ""medical_caution""}"
